Model,Make,Year,URL,Pct_domestic_content
Tiburon,Hyundai,2008,https://www.caranddriver.com/hyundai/tiburon,0.0825
QX55,Infiniti,2022,https://www.caranddriver.com/infiniti/qx55,0.36
Q50,Infiniti,2022,https://www.caranddriver.com/infiniti/q50,0.023333332999999998
Q60,Infiniti,2022,https://www.caranddriver.com/infiniti/q60,0.0
QX50,Infiniti,2022,https://www.caranddriver.com/infiniti/qx50,0.36
QX60,Infiniti,2022,https://www.caranddriver.com/infiniti/qx60,0.3
QX80,Infiniti,2022,https://www.caranddriver.com/infiniti/qx80,0.0
Q50 Red Sport 400,Infiniti,2020,https://www.caranddriver.com/infiniti/q50-red-sport-400,0.023333332999999998
Q60 Red Sport 400,Infiniti,2020,https://www.caranddriver.com/infiniti/q60-red-sport-400,0.0
Q70,Infiniti,2019,https://www.caranddriver.com/infiniti/q70,0.01
QX30,Infiniti,2019,https://www.caranddriver.com/infiniti/qx30,0.3
QX70,Infiniti,2017,https://www.caranddriver.com/infiniti/qx70,0.32
EX37,Infiniti,2013,https://www.caranddriver.com/infiniti/ex,0.3
G25 / G37,Infiniti,2013,https://www.caranddriver.com/infiniti/g,0.025
JX35,Infiniti,2013,https://www.caranddriver.com/infiniti/jx,0.3
M35 / M37 / M56,Infiniti,2013,https://www.caranddriver.com/infiniti/m,0.025
QX56,Infiniti,2013,https://www.caranddriver.com/infiniti/qx,0.36
F-type,Jaguar,2022,https://www.caranddriver.com/jaguar/f-type,0.016
E-Pace,Jaguar,2022,https://www.caranddriver.com/jaguar/e-pace,0.145
F-Pace,Jaguar,2022,https://www.caranddriver.com/jaguar/f-pace,0.0
F-Pace SVR,Jaguar,2022,https://www.caranddriver.com/jaguar/f-pace-svr,0.0
I-Pace,Jaguar,2022,https://www.caranddriver.com/jaguar/i-pace,0.016
XF,Jaguar,2022,https://www.caranddriver.com/jaguar/xf,0.04
J-Pace,Jaguar,2021,https://www.caranddriver.com/jaguar/j-pace,0.016
F-type R / SVR,Jaguar,2020,https://www.caranddriver.com/jaguar/f-type-r-svr,0.016
XE,Jaguar,2020,https://www.caranddriver.com/jaguar/xe,0.016
XF Sportbrake,Jaguar,2020,https://www.caranddriver.com/jaguar/xf-sportbrake,0.04
XJ,Jaguar,2019,https://www.caranddriver.com/jaguar/xj,0.016
XJR575,Jaguar,2019,https://www.caranddriver.com/jaguar/xjr575,0.016
XK,Jaguar,2015,https://www.caranddriver.com/jaguar/xk,0.016
XKR / XKR-S,Jaguar,2015,https://www.caranddriver.com/jaguar/xkr-xkr-s,0.016
Grand Cherokee,Jeep,2022,https://www.caranddriver.com/jeep/grand-cherokee,0.71
Compass,Jeep,2022,https://www.caranddriver.com/jeep/compass,0.2
Grand Wagoneer,Jeep,2022,https://www.caranddriver.com/jeep/grand-wagoneer,0.67
Wagoneer,Jeep,2022,https://www.caranddriver.com/jeep/wagoneer,0.495
Wrangler,Jeep,2022,https://www.caranddriver.com/jeep/wrangler,0.6
Cherokee,Jeep,2021,https://www.caranddriver.com/jeep/cherokee,0.71
Gladiator,Jeep,2021,https://www.caranddriver.com/jeep/gladiator,0.65
Grand Cherokee L,Jeep,2021,https://www.caranddriver.com/jeep/grand-cherokee-l,0.71
Grand Cherokee SRT,Jeep,2021,https://www.caranddriver.com/jeep/grand-cherokee-srt,0.71
Grand Cherokee Trackhawk,Jeep,2021,https://www.caranddriver.com/jeep/grand-cherokee-trackhawk,0.71
Renegade,Jeep,2021,https://www.caranddriver.com/jeep/renegade,0.14
Grand Cherokee SRT / Trackhawk,Jeep,2018,https://www.caranddriver.com/jeep/grand-cherokee-srt-trackhawk-2018,0.71
Patriot,Jeep,2017,https://www.caranddriver.com/jeep/patriot,0.05
Liberty,Jeep,2012,https://www.caranddriver.com/jeep/liberty,0.495
Commander,Jeep,2010,https://www.caranddriver.com/jeep/commander,0.495
GS-6 and Revero GT,Karma,2021,https://www.caranddriver.com/karma/gs-6-revero-gt,
Sportage,Kia,2023,https://www.caranddriver.com/kia/sportage,0.0
Carnival,Kia,2022,https://www.caranddriver.com/kia/carnival,0.11785714300000001
EV6,Kia,2022,https://www.caranddriver.com/kia/ev6,0.11785714300000001
Forte,Kia,2022,https://www.caranddriver.com/kia/forte,0.05
K5,Kia,2022,https://www.caranddriver.com/kia/k5,0.55
Niro EV,Kia,2022,https://www.caranddriver.com/kia/niro-ev,0.0
Seltos,Kia,2022,https://www.caranddriver.com/kia/seltos,0.0
Sorento,Kia,2022,https://www.caranddriver.com/kia/sorento,0.5
Soul,Kia,2022,https://www.caranddriver.com/kia/soul,0.0
Stinger,Kia,2022,https://www.caranddriver.com/kia/stinger,0.0
Telluride,Kia,2022,https://www.caranddriver.com/kia/telluride,0.5
Niro,Kia,2022,https://www.caranddriver.com/kia/niro,0.0
Rio,Kia,2021,https://www.caranddriver.com/kia/rio,0.05
Sedona,Kia,2021,https://www.caranddriver.com/kia/sedona-2021,0.0
Cadenza,Kia,2020,https://www.caranddriver.com/kia/cadenza,0.11785714300000001
K900,Kia,2020,https://www.caranddriver.com/kia/k900,0.11785714300000001
Optima,Kia,2020,https://www.caranddriver.com/kia/optima,0.11785714300000001
Soul EV,Kia,2021,https://www.caranddriver.com/kia/soul-ev,0.0
Forte Koup,Kia,2016,https://www.caranddriver.com/kia/forte-koup,0.05
Borrego,Kia,2010,https://www.caranddriver.com/kia/borrego,0.11785714300000001
Rondo,Kia,2010,https://www.caranddriver.com/kia/rondo,0.11785714300000001
Amanti,Kia,2009,https://www.caranddriver.com/kia/amanti,0.11785714300000001
Spectra,Kia,2009,https://www.caranddriver.com/kia/spectra,0.11785714300000001
Spectra5,Kia,2009,https://www.caranddriver.com/kia/spectra5,0.0175
Jesko,Koenigsegg,2021,https://www.caranddriver.com/koenigsegg/jesko,
Regera,Koenigsegg,2020,https://www.caranddriver.com/koenigsegg/regera,
Urus,Lamborghini,2021,https://www.caranddriver.com/lamborghini/urus,0.0
Countach,Lamborghini,2022,https://www.caranddriver.com/lamborghini/countach,0.0
Aventador,Lamborghini,2022,https://www.caranddriver.com/lamborghini/aventador,0.0
Huracán,Lamborghini,2021,https://www.caranddriver.com/lamborghini/huracan,0.0
Sián,Lamborghini,2021,https://www.caranddriver.com/lamborghini/sian,0.0
Gallardo,Lamborghini,2014,https://www.caranddriver.com/lamborghini/gallardo,0.0
Murciélago,Lamborghini,2009,https://www.caranddriver.com/lamborghini/murcielago,0.0
Defender 80,Land Rover,2023,https://www.caranddriver.com/land-rover/defender-80,0.01
Discovery,Land Rover,2023,https://www.caranddriver.com/land-rover/discovery,0.07
Defender,Land Rover,2022,https://www.caranddriver.com/land-rover/defender,0.01
Discovery Sport,Land Rover,2022,https://www.caranddriver.com/land-rover/discovery-sport,0.0
Range Rover Evoque,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-evoque,0.45
Range Rover,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover,0.45
Range Rover Sport,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-sport,0.45
Range Rover Sport Supercharged,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-sport-supercharged-svr,0.7
Range Rover Velar,Land Rover,2022,https://www.caranddriver.com/land-rover/range-rover-velar,0.45
LR4,Land Rover,2016,https://www.caranddriver.com/land-rover/lr4,0.07875
LR2,Land Rover,2015,https://www.caranddriver.com/land-rover/lr2,0.07875
LR3,Land Rover,2009,https://www.caranddriver.com/land-rover/lr3,0.07875
ES,Lexus,2022,https://www.caranddriver.com/lexus/es,0.475
GX,Lexus,2022,https://www.caranddriver.com/lexus/gx,0.0
IS,Lexus,2022,https://www.caranddriver.com/lexus/is,0.05
LC,Lexus,2022,https://www.caranddriver.com/lexus/lc,0.0
LS,Lexus,2022,https://www.caranddriver.com/lexus/ls,0.0
LQ,Lexus,2022,https://www.caranddriver.com/lexus/lq,0.095
LX,Lexus,2022,https://www.caranddriver.com/lexus/lx,0.0
NX,Lexus,2022,https://www.caranddriver.com/lexus/nx,0.05
RC,Lexus,2022,https://www.caranddriver.com/lexus/rc,0.0
RX,Lexus,2022,https://www.caranddriver.com/lexus/rx,0.1875
UX,Lexus,2022,https://www.caranddriver.com/lexus/ux,0.025
RC F,Lexus,2021,https://www.caranddriver.com/lexus/rc-f,0.0
GS,Lexus,2020,https://www.caranddriver.com/lexus/gs,0.095
GS F,Lexus,2020,https://www.caranddriver.com/lexus/gs-f,0.095
CT,Lexus,2017,https://www.caranddriver.com/lexus/ct,0.095
IS F,Lexus,2014,https://www.caranddriver.com/lexus/is-f,0.05
HS,Lexus,2012,https://www.caranddriver.com/lexus/hs,0.095
LFA,Lexus,2012,https://www.caranddriver.com/lexus/lfa,0.095
SC,Lexus,2010,https://www.caranddriver.com/lexus/sc,0.095
Mark E,Lincoln,2022,https://www.caranddriver.com/lincoln/mark-e,0.38333333299999994
Corsair,Lincoln,2022,https://www.caranddriver.com/lincoln/corsair,0.01
Aviator,Lincoln,2022,https://www.caranddriver.com/lincoln/aviator,0.38333333299999994
Nautilus,Lincoln,2022,https://www.caranddriver.com/lincoln/nautilus,0.4
Navigator,Lincoln,2022,https://www.caranddriver.com/lincoln/navigator,0.5
Continental,Lincoln,2020,https://www.caranddriver.com/lincoln/continental,0.0
MKZ,Lincoln,2020,https://www.caranddriver.com/lincoln/mkz,0.38333333299999994
MKC,Lincoln,2019,https://www.caranddriver.com/lincoln/mkc,0.38333333299999994
MKT,Lincoln,2019,https://www.caranddriver.com/lincoln/mkt,0.38333333299999994
MKX,Lincoln,2017,https://www.caranddriver.com/lincoln/mkx,0.38333333299999994
MKS,Lincoln,2016,https://www.caranddriver.com/lincoln/mks,0.38333333299999994
Town Car,Lincoln,2011,https://www.caranddriver.com/lincoln/town-car,0.38333333299999994
Endurance,Lordstown,2022,https://www.caranddriver.com/lordstown/endurance,
Evora GT,Lotus,2021,https://www.caranddriver.com/lotus/evora-gt,
Emira,Lotus,2023,https://www.caranddriver.com/lotus/emira,
Evija,Lotus,2022,https://www.caranddriver.com/lotus/evija,
Evora 400,Lotus,2019,https://www.caranddriver.com/lotus/evora-400-2019,
Elise,Lotus,2011,https://www.caranddriver.com/lotus/elise,
Exige,Lotus,2011,https://www.caranddriver.com/lotus/exige,
Gravity,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/gravity,
Air,Lucid Motors,2022,https://www.caranddriver.com/lucid-motors/air,
Grecale,Maserati,2022,https://www.caranddriver.com/maserati/grecale,0.026666667
Ghibli,Maserati,2022,https://www.caranddriver.com/maserati/ghibli,0.03
GranTurismo,Maserati,2022,https://www.caranddriver.com/maserati/granturismo,0.05
MC20,Maserati,2022,https://www.caranddriver.com/maserati/mc20,0.026666667
Levante,Maserati,2022,https://www.caranddriver.com/maserati/levante,0.02
Quattroporte,Maserati,2022,https://www.caranddriver.com/maserati/quattroporte,0.01
Mazda CX-5,Mazda,2022,https://www.caranddriver.com/mazda/cx-5,0.0
Mazda 3,Mazda,2021,https://www.caranddriver.com/mazda/mazda-3,0.0
Mazda 6,Mazda,2021,https://www.caranddriver.com/mazda/mazda-6,0.0
Mazda CX-3,Mazda,2021,https://www.caranddriver.com/mazda/cx-3,0.0
Mazda CX-30,Mazda,2021,https://www.caranddriver.com/mazda/cx-30,0.0
Mazda CX-9,Mazda,2021,https://www.caranddriver.com/mazda/cx-9,0.0
Mazda MX-30,Mazda,2022,https://www.caranddriver.com/mazda/mx-30,0.0
Mazda MX-5 Miata,Mazda,2021,https://www.caranddriver.com/mazda/mx-5-miata,0.0
Mazda 5,Mazda,2015,https://www.caranddriver.com/mazda/mazda-5,0.0
Mazda 2,Mazda,2014,https://www.caranddriver.com/mazda/mazda-2,0.0
Mazda Mazdaspeed 3,Mazda,2013,https://www.caranddriver.com/mazda/mazdaspeed-3,0.0
Mazda CX-7,Mazda,2012,https://www.caranddriver.com/mazda/cx-7,0.0
Mazda RX-8,Mazda,2011,https://www.caranddriver.com/mazda/rx-8,0.1875
Mazda Tribute,Mazda,2011,https://www.caranddriver.com/mazda/tribute,0.0
Artura,McLaren,2022,https://www.caranddriver.com/mclaren/artura,
720S,McLaren,2021,https://www.caranddriver.com/mclaren/720s,
765LT,McLaren,2021,https://www.caranddriver.com/mclaren/765lt,
Elva,McLaren,2021,https://www.caranddriver.com/mclaren/elva,
570S,McLaren,2020,https://www.caranddriver.com/mclaren/570s-570gt,
600LT,McLaren,2020,https://www.caranddriver.com/mclaren/600lt,
Senna,McLaren,2020,https://www.caranddriver.com/mclaren/senna,
Speedtail,McLaren,2020,https://www.caranddriver.com/mclaren/speedtail,
650S,McLaren,2016,https://www.caranddriver.com/mclaren/650s,
12C,McLaren,2014,https://www.caranddriver.com/mclaren/12c,
P1,McLaren,2014,https://www.caranddriver.com/mclaren/p1,
MP4-12C,McLaren,2012,https://www.caranddriver.com/mclaren/mp4-12c,
EQS,Mercedes-AMG,2023,https://www.caranddriver.com/mercedes-amg/eqs53,0.120384615
CLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/cla35-cla45,0.02
E53,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/e53,0.120384615
GLA-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gla35-gla45,0.02
GLB-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glb35,0.0
GLC43 / GLC63 / GLC63 S,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/glc43-4matic-glc63-4matic,0.0
GT43 / GT53 / GT63,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/gt43-gt53-gt63,0.12
SL-Class,Mercedes-AMG,2022,https://www.caranddriver.com/mercedes-amg/sl55-sl63,0.0
A35,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/a35,0.120384615
C43,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/c43,0.120384615
C63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/c63,0.120384615
CLS53,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/cls53-4matic,0.01
E63 S,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-4matic,0.120384615
E63 S Wagon,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/e63-s-wagon,0.120384615
G63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/g63,0.120384615
GLC-Class Coupe,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/glc43-coupe-glc63-coupe,0.0
GLE-Class,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/gle53-4matic-gle63-4matic,0.0
GLS-Class,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gls63-4matic,0.0
S63,Mercedes-AMG,2021,https://www.caranddriver.com/mercedes-amg/s63,0.01
GT53/GT63,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/gt53-gt63-2020,0.12
S63/S65,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/s63-s65-2020,0.01
SLC43,Mercedes-AMG,2020,https://www.caranddriver.com/mercedes-amg/slc43,0.0
CLA45,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/cla45-4matic-2019,0.02
GLE43 / GLE63,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-4matic-gle63-4matic-2019,0.578333334
GLE43 Coupe / GLE63 S Coupe,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gle43-coupe-4matic-gle63-s-coupe-4matic,0.578333334
GT R,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/gt-r-gt-r-pro-2019,0.12
SL63 / SL65,Mercedes-AMG,2019,https://www.caranddriver.com/mercedes-amg/sl63-sl65-2019,0.120384615
CLS63 S,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/cls63-s-4matic,0.01
E43,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/e43-2018,0.120384615
G63/G65,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/g63-g65-2018,0.120384615
GLC43 / GLC63,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/glc43-2018,0.0
GLS63,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/gls63-2018,0.01
GT C / GT C Roadster / GT R,Mercedes-AMG,2018,https://www.caranddriver.com/mercedes-amg/gt-c-gt-c-roadster-gt-r-2018,0.12
GLC43 / GLC43 Coupe,Mercedes-AMG,2017,https://www.caranddriver.com/mercedes-amg/glc43-glc43-coupe-2017,0.0
GLE43 / GLE43 Coupe,Mercedes-AMG,2017,https://www.caranddriver.com/mercedes-amg/gle43-gle43-coupe-2017,0.578333334
GL63,Mercedes-AMG,2016,https://www.caranddriver.com/mercedes-amg/gl63,0.120384615
C-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/c-class,0.021111111000000002
EQG,Mercedes-Benz,2024,https://www.caranddriver.com/mercedes-benz/eqg,0.120384615
CLE-Class,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/cle-class,0.0
EQB,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/eqb,0.120384615
EQE,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/eqe,0.120384615
GLC-class,Mercedes-Benz,2023,https://www.caranddriver.com/mercedes-benz/glc-class,0.0
CLS-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/cls-class,0.0
E-Class,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/e-class,0.0
E-Class Wagon,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/e-class-wagon,0.0
EQA,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/eqa,0.120384615
GLC Coupe,Mercedes-Benz,2022,https://www.caranddriver.com/mercedes-benz/glc-coupe,0.0
A-Class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/a-class,0.02
EQC,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/eqc,0.120384615
G-class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/g-class,0.0
Metris,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/metris,0.05
S-Class,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/s-class,0.0
Sprinter,Mercedes-Benz,2021,https://www.caranddriver.com/mercedes-benz/sprinter,0.120384615
SLC-Class,Mercedes-Benz,2020,https://www.caranddriver.com/mercedes-benz/slc-class,0.0
C-class Coupe and Cabriolet,Mercedes-Benz,2018,https://www.caranddriver.com/mercedes-benz/c-class-coupe-and-cabriolet-2018,0.05
E-class Coupe and Cabriolet,Mercedes-Benz,2018,https://www.caranddriver.com/mercedes-benz/e-class-coupe-and-cabriolet-2018,0.05
B-class Electric Drive,Mercedes-Benz,2017,https://www.caranddriver.com/mercedes-benz/b-class-electric-drive,0.0
SLK-class,Mercedes-Benz,2016,https://www.caranddriver.com/mercedes-benz/slk-class,0.0
G63 / G65 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/g63-g65-amg,0.0
GLK-class,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/glk-class,0.0
M-class,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/m-class,0.0
ML63 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/ml63-amg,0.0
S63 / S65 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/s63-s65-amg,0.01
SLK55 AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/slk55-amg,0.55
SLS AMG,Mercedes-Benz,2015,https://www.caranddriver.com/mercedes-benz/sls-amg,0.0
C63 AMG,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/c63-amg,0.0
CL-class,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/cl-class,0.0
CL63 / CL65 AMG,Mercedes-Benz,2014,https://www.caranddriver.com/mercedes-benz/cl63-cl65-amg,0.0
F-cell,Mercedes-Benz,2013,https://www.caranddriver.com/mercedes-benz/f-cell,0.120384615
R-class,Mercedes-Benz,2012,https://www.caranddriver.com/mercedes-benz/r-class,0.0
CLK-class,Mercedes-Benz,2009,https://www.caranddriver.com/mercedes-benz/clk-class,0.0
SLR-class,Mercedes-Benz,2009,https://www.caranddriver.com/mercedes-benz/slr-class,0.0
EQS SUV,Mercedes-Maybach,2023,https://www.caranddriver.com/mercedes-maybach/eqs-suv,0.120384615
 S-Class,Mercedes-Maybach,2022,https://www.caranddriver.com/mercedes-maybach/s580-s680,0.0
S560/S650,Mercedes-Maybach,2020,https://www.caranddriver.com/mercedes-maybach/s560-s650-2020,0.01
Cooper,Mini,2022,https://www.caranddriver.com/mini/cooper-hardtop-convertible,
Cooper Electric,Mini,2022,https://www.caranddriver.com/mini/cooper-s-e,
Cooper Clubman JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-clubman-jcw,
Cooper S Clubman,Mini,2022,https://www.caranddriver.com/mini/cooper-clubman-s,
Cooper Countryman,Mini,2022,https://www.caranddriver.com/mini/cooper-countryman-s,
Cooper Countryman JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-countryman-jcw,
Cooper JCW,Mini,2022,https://www.caranddriver.com/mini/cooper-jcw,
Cooper Paceman,Mini,2016,https://www.caranddriver.com/mini/cooper-paceman,
Cooper Paceman S / JCW,Mini,2016,https://www.caranddriver.com/mini/cooper-paceman-s-jcw,
Cooper Coupe,Mini,2015,https://www.caranddriver.com/mini/cooper-coupe,
Cooper Coupe S / JCW,Mini,2015,https://www.caranddriver.com/mini/cooper-coupe-s-jcw,
Cooper Roadster,Mini,2015,https://www.caranddriver.com/mini/cooper-roadster,
Cooper Roadster S / JCW,Mini,2015,https://www.caranddriver.com/mini/cooper-roadster-s-jcw,
Eclipse Cross,Mitsubishi,2022,https://www.caranddriver.com/mitsubishi/eclipse-cross,0.0
Outlander,Mitsubishi,2022,https://www.caranddriver.com/mitsubishi/outlander,0.0
Mirage,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/mirage,0.0
Mirage G4,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/mirage-g4,0.0
Outlander Sport,Mitsubishi,2021,https://www.caranddriver.com/mitsubishi/outlander-sport,0.0
i-MiEV,Mitsubishi,2017,https://www.caranddriver.com/mitsubishi/i-miev,0.0
Lancer,Mitsubishi,2017,https://www.caranddriver.com/mitsubishi/lancer,0.0
Lancer Evolution,Mitsubishi,2015,https://www.caranddriver.com/mitsubishi/lancer-evolution,0.0
Eclipse,Mitsubishi,2012,https://www.caranddriver.com/mitsubishi/eclipse,0.0
Galant,Mitsubishi,2012,https://www.caranddriver.com/mitsubishi/galant,0.0
Endeavor,Mitsubishi,2011,https://www.caranddriver.com/mitsubishi/endeavor,0.0
Raider,Mitsubishi,2009,https://www.caranddriver.com/mitsubishi/raider,0.0
Badger,Nikola,2022,https://www.caranddriver.com/nikola/badger,
Z,Nissan,2023,https://www.caranddriver.com/nissan/z,0.290625
Rogue Sport,Nissan,2023,https://www.caranddriver.com/nissan/rogue-sport,0.0
Altima,Nissan,2022,https://www.caranddriver.com/nissan/altima,0.5
Ariya,Nissan,2022,https://www.caranddriver.com/nissan/ariya,0.290625
Armada,Nissan,2022,https://www.caranddriver.com/nissan/armada,0.05
Frontier,Nissan,2022,https://www.caranddriver.com/nissan/frontier,0.45
GT-R,Nissan,2022,https://www.caranddriver.com/nissan/gt-r,0.12
Leaf,Nissan,2022,https://www.caranddriver.com/nissan/leaf,0.35
Maxima,Nissan,2022,https://www.caranddriver.com/nissan/maxima,0.5
Murano,Nissan,2022,https://www.caranddriver.com/nissan/murano,0.55
Pathfinder,Nissan,2022,https://www.caranddriver.com/nissan/pathfinder,0.290625
Sentra,Nissan,2022,https://www.caranddriver.com/nissan/sentra,0.15
Titan,Nissan,2022,https://www.caranddriver.com/nissan/titan,0.5
Titan XD,Nissan,2022,https://www.caranddriver.com/nissan/titan-xd,0.5
Versa,Nissan,2022,https://www.caranddriver.com/nissan/versa,0.01
Kicks,Nissan,2021,https://www.caranddriver.com/nissan/kicks,0.15
NV1500 / 2500 / 3500,Nissan,2021,https://www.caranddriver.com/nissan/nv1500-2500-3500,0.566666667
NV200,Nissan,2021,https://www.caranddriver.com/nissan/nv200,0.2
Rogue,Nissan,2021,https://www.caranddriver.com/nissan/rogue,0.2
370Z,Nissan,2020,https://www.caranddriver.com/nissan/370z,0.290625
Sentra NISMO,Nissan,2019,https://www.caranddriver.com/nissan/sentra-nismo,0.05
Versa Note,Nissan,2019,https://www.caranddriver.com/nissan/versa-note,0.01
Juke,Nissan,2017,https://www.caranddriver.com/nissan/juke,0.290625
Juke NISMO / NISMO RS,Nissan,2017,https://www.caranddriver.com/nissan/juke-nismo-nismo-rs,0.01
Cube,Nissan,2014,https://www.caranddriver.com/nissan/cube,0.290625
Precept,Polestar,2023,https://www.caranddriver.com/polestar/precept,0.01
Polestar 2,Polestar,2022,https://www.caranddriver.com/polestar/polestar-2,0.475
Polestar 1,Polestar,2021,https://www.caranddriver.com/polestar/polestar-1,0.475
Porsche 911 GT3,Porsche,2022,https://www.caranddriver.com/porsche/911-gt3-gt3-rs,0.01
718 Boxster,Porsche,2022,https://www.caranddriver.com/porsche/718-boxster,0.0
718 Cayman,Porsche,2022,https://www.caranddriver.com/porsche/718-cayman,0.0
911,Porsche,2022,https://www.caranddriver.com/porsche/911,0.0
Cayenne Coupe,Porsche,2022,https://www.caranddriver.com/porsche/cayenne-coupe,0.0025
Macan,Porsche,2022,https://www.caranddriver.com/porsche/macan,0.0
Taycan,Porsche,2022,https://www.caranddriver.com/porsche/taycan,0.0
911 Turbo,Porsche,2021,https://www.caranddriver.com/porsche/911-turbo-turbo-s,0.0
Cayenne,Porsche,2021,https://www.caranddriver.com/porsche/cayenne,0.0025
Cayenne Turbo/Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/cayenne-turbo-turbo-s,0.0025
Macan Turbo,Porsche,2021,https://www.caranddriver.com/porsche/macan-turbo,0.0
Panamera,Porsche,2021,https://www.caranddriver.com/porsche/panamera,0.00037037
Panamera Sport Turismo,Porsche,2021,https://www.caranddriver.com/porsche/panamera-sport-turismo,0.0
Panamera Turbo S,Porsche,2021,https://www.caranddriver.com/porsche/panamera-turbo-turbo-s,0.00037037
911 GT2 RS,Porsche,2019,https://www.caranddriver.com/porsche/911-gt2-rs,0.01
918,Porsche,2015,https://www.caranddriver.com/porsche/918,0.00037037
1500 EV,Ram,2024,https://www.caranddriver.com/ram/1500-ev,0.566666667
1500,Ram,2022,https://www.caranddriver.com/ram/1500,0.566666667
TRX,Ram,2022,https://www.caranddriver.com/ram/1500-trx,0.1875
ProMaster,Ram,2022,https://www.caranddriver.com/ram/promaster,0.34
Dakota,Ram,2021,https://www.caranddriver.com/ram/dakota,0.51
Ram HD,Ram,2021,https://www.caranddriver.com/ram/2500-3500,0.51
ProMaster City,Ram,2021,https://www.caranddriver.com/ram/promaster-city,0.34
2500/3500,Ram,2019,https://www.caranddriver.com/ram/2500-3500-2019,0.51
R1S,Rivian,2022,https://www.caranddriver.com/rivian/r1s,
R1T,Rivian,2022,https://www.caranddriver.com/rivian/r1t,
Rolls-Royce Spectre,Rolls-Royce,2024,https://www.caranddriver.com/rolls-royce/spectre,0.0
Ghost,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/ghost,0.05
Phantom,Rolls-Royce,2022,https://www.caranddriver.com/rolls-royce/phantom,0.05
Cullinan,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/cullinan,0.05
Dawn,Rolls-Royce,2021,https://www.caranddriver.com/rolls-royce/dawn,0.05
